,Reaction Type,Datetime,Content Type,Content ID,Category,Sentiment,Score,,,,
12902,intrigued,09-09-2020 06:45,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,positive,45,,,,
12903,dislike,24-03-2021 16:10,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,negative,10,,,,
12904,adore,26-09-2020 19:14,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,positive,72,,,,
12905,hate,05-08-2020 05:14,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,negative,5,,,,
12906,super love,28-04-2021 15:54,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,positive,75,,,,
12907,interested,27-05-2021 01:24,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,positive,30,,,,
12908,adore,16-01-2021 12:23,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,positive,72,,,,
12909,disgust,16-01-2021 19:27,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,negative,0,,,,
12910,indifferent,29-08-2020 18:39,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,neutral,20,,,,
12911,dislike,30-10-2020 00:41,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,negative,10,,,,
12912,intrigued,17-08-2020 18:17,GIF,0ce7392d-5c20-4ffa-a42f-767f51e9b466,travel,positive,45,,,,
12913,cherish,10-11-2020 04:00,audio,0646f8f9-e558-4893-bb28-2228eb0c9323,fitness,positive,70,,,,
12914,peeking,14-08-2020 11:27,audio,0646f8f9-e558-4893-bb28-2228eb0c9323,fitness,neutral,35,,,,
12915,peeking,26-07-2020 10:17,audio,0646f8f9-e558-4893-bb28-2228eb0c9323,fitness,neutral,35,,,,
12916,indifferent,23-02-2021 07:32,audio,0646f8f9-e558-4893-bb28-2228eb0c9323,fitness,neutral,20,,,,
12917,heart,11-01-2021 03:38,audio,0646f8f9-e558-4893-bb28-2228eb0c9323,fitness,positive,60,,,,
12918,heart,10-08-2020 02:31,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,60,,,,
12919,super love,05-01-2021 07:04,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,75,,,,
12920,indifferent,01-06-2021 09:11,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,neutral,20,,,,
12921,heart,05-04-2021 01:32,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,60,,,,
12922,hate,31-01-2021 21:08,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,5,,,,
12923,want,19-11-2020 02:26,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,70,,,,
12924,worried,28-07-2020 13:33,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,12,,,,
12925,hate,12-11-2020 04:28,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,5,,,,
12926,intrigued,25-12-2020 07:20,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,45,,,,
12927,dislike,06-12-2020 12:01,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,10,,,,
12928,peeking,19-02-2021 07:39,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,neutral,35,,,,
12929,like,22-01-2021 23:38,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,50,,,,
12930,super love,30-06-2020 18:29,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,75,,,,
12931,indifferent,20-08-2020 08:36,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,neutral,20,,,,
12932,cherish,17-01-2021 03:21,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,70,,,,
12933,super love,20-10-2020 01:09,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,75,,,,
12934,heart,17-05-2021 05:18,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,60,,,,
12935,like,12-04-2021 04:25,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,50,,,,
12936,heart,30-04-2021 06:08,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,60,,,,
12937,peeking,26-05-2021 12:35,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,neutral,35,,,,
12938,scared,17-07-2020 18:37,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,15,,,,
12939,heart,12-08-2020 12:47,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,60,,,,
12940,scared,08-09-2020 19:23,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,15,,,,
12941,disgust,18-01-2021 04:25,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,0,,,,
12942,interested,30-09-2020 08:40,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,30,,,,
12943,dislike,08-04-2021 01:20,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,10,,,,
12944,super love,07-07-2020 09:28,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,75,,,,
12945,intrigued,17-10-2020 22:08,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,45,,,,
12946,heart,25-09-2020 13:54,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,60,,,,
12947,dislike,27-01-2021 06:54,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,10,,,,
12948,cherish,09-01-2021 17:06,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,70,,,,
12949,worried,04-03-2021 17:51,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,negative,12,,,,
12950,adore,26-09-2020 23:26,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,72,,,,
12951,indifferent,26-01-2021 01:53,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,neutral,20,,,,
12952,heart,15-11-2020 09:35,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,60,,,,
12953,like,01-08-2020 04:51,audio,ed28489e-90b0-4daa-a1fa-22170cdc89d5,veganism,positive,50,,,,
12954,intrigued,10-08-2020 16:44,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,45,,,,
12955,heart,04-11-2020 15:25,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,60,,,,
12956,love,14-09-2020 20:10,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,65,,,,
12957,adore,29-10-2020 15:20,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,72,,,,
12958,disgust,22-08-2020 11:05,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,0,,,,
12959,intrigued,01-10-2020 06:34,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,45,,,,
12960,cherish,27-02-2021 16:18,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,70,,,,
12961,like,11-07-2020 20:37,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,50,,,,
12962,adore,05-02-2021 13:17,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,72,,,,
12963,want,29-01-2021 10:38,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,70,,,,
12964,dislike,28-01-2021 02:15,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,10,,,,
12965,disgust,07-05-2021 07:54,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,0,,,,
12966,cherish,27-07-2020 19:12,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,70,,,,
12967,scared,26-07-2020 13:45,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,15,,,,
12968,want,21-04-2021 21:02,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,70,,,,
12969,want,16-03-2021 17:11,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,70,,,,
12970,love,18-01-2021 12:31,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,65,,,,
12971,super love,22-06-2020 18:08,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,75,,,,
12972,interested,23-09-2020 09:41,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,30,,,,
12973,scared,12-01-2021 02:31,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,15,,,,
12974,want,07-11-2020 10:51,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,70,,,,
12975,indifferent,16-01-2021 16:10,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,neutral,20,,,,
12976,hate,15-12-2020 22:33,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,5,,,,
12977,indifferent,26-06-2020 01:33,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,neutral,20,,,,
12978,indifferent,22-12-2020 09:39,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,neutral,20,,,,
12979,peeking,19-10-2020 10:29,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,neutral,35,,,,
12980,worried,19-12-2020 17:23,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,12,,,,
12981,like,10-12-2020 04:39,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,50,,,,
12982,like,06-08-2020 22:46,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,50,,,,
12983,adore,31-10-2020 20:24,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,72,,,,
12984,indifferent,08-09-2020 06:38,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,neutral,20,,,,
12985,indifferent,27-05-2021 08:53,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,neutral,20,,,,
12986,adore,28-08-2020 11:01,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,72,,,,
12987,intrigued,09-12-2020 15:02,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,45,,,,
12988,dislike,17-05-2021 22:43,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,10,,,,
12989,scared,06-03-2021 01:03,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,15,,,,
12990,worried,17-07-2020 05:43,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,12,,,,
12991,intrigued,17-05-2021 15:28,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,45,,,,
12992,interested,22-07-2020 20:51,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,positive,30,,,,
12993,indifferent,21-02-2021 19:46,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,neutral,20,,,,
12994,scared,06-01-2021 04:42,audio,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,culture,negative,15,,,,
12995,dislike,10-08-2020 20:30,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
12996,intrigued,01-01-2021 07:25,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,45,,,,
12997,interested,27-01-2021 03:55,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,30,,,,
12998,intrigued,29-08-2020 14:50,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,45,,,,
12999,want,10-12-2020 05:40,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,70,,,,
13000,hate,20-07-2020 05:54,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,5,,,,
13001,worried,12-02-2021 16:44,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,12,,,,
13002,interested,13-06-2021 04:01,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,30,,,,
13003,adore,07-12-2020 04:38,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,72,,,,
13004,super love,05-10-2020 17:45,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,75,,,,
13005,cherish,17-10-2020 16:42,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,70,,,,
13006,indifferent,12-03-2021 19:52,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,neutral,20,,,,
13007,dislike,26-03-2021 15:38,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13008,want,02-09-2020 14:41,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,70,,,,
13009,interested,16-03-2021 17:24,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,30,,,,
13010,scared,12-09-2020 03:55,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,15,,,,
13011,disgust,12-11-2020 10:25,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,0,,,,
13012,hate,28-08-2020 20:02,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,5,,,,
13013,want,19-12-2020 22:25,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,70,,,,
13014,adore,08-11-2020 19:19,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,72,,,,
13015,disgust,05-12-2020 05:54,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,0,,,,
13016,adore,16-10-2020 22:16,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,72,,,,
13017,dislike,16-09-2020 02:18,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13018,worried,12-08-2020 01:11,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,12,,,,
13019,scared,06-09-2020 06:45,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,15,,,,
13020,like,04-07-2020 09:05,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,50,,,,
13021,disgust,14-07-2020 18:30,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,0,,,,
13022,hate,24-05-2021 10:42,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,5,,,,
13023,heart,21-02-2021 22:43,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,60,,,,
13024,scared,29-09-2020 19:13,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,15,,,,
13025,worried,08-01-2021 22:31,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,12,,,,
13026,dislike,11-02-2021 00:34,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13027,love,06-04-2021 05:28,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,65,,,,
13028,like,01-01-2021 17:31,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,50,,,,
13029,indifferent,04-03-2021 09:46,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,neutral,20,,,,
13030,dislike,03-09-2020 11:58,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13031,interested,05-04-2021 15:09,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,30,,,,
13032,interested,12-11-2020 21:49,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,30,,,,
13033,dislike,19-10-2020 17:04,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13034,super love,21-02-2021 01:32,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,75,,,,
13035,worried,13-09-2020 07:57,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,12,,,,
13036,peeking,01-04-2021 02:50,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,neutral,35,,,,
13037,worried,30-04-2021 14:08,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,12,,,,
13038,dislike,21-12-2020 08:28,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13039,disgust,19-04-2021 06:15,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,0,,,,
13040,love,30-09-2020 20:27,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,positive,65,,,,
13041,dislike,12-12-2020 15:22,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13042,dislike,03-02-2021 15:43,photo,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,travel,negative,10,,,,
13043,hate,19-04-2021 06:41,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,5,,,,
13044,love,01-12-2020 23:14,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,65,,,,
13045,want,16-07-2020 23:07,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13046,intrigued,08-12-2020 15:45,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,45,,,,
13047,love,04-11-2020 14:29,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,65,,,,
13048,peeking,19-10-2020 19:24,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,neutral,35,,,,
13049,like,20-06-2020 03:55,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,50,,,,
13050,want,07-12-2020 05:12,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13051,adore,26-08-2020 15:35,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,72,,,,
13052,heart,15-06-2021 04:01,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,60,,,,
13053,want,29-09-2020 18:19,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13054,heart,17-03-2021 06:40,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,60,,,,
13055,dislike,10-03-2021 19:38,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,10,,,,
13056,love,27-03-2021 16:29,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,65,,,,
13057,want,01-07-2020 23:11,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13058,scared,04-09-2020 11:20,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,15,,,,
13059,hate,05-03-2021 01:11,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,5,,,,
13060,worried,11-11-2020 06:50,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,12,,,,
13061,intrigued,12-10-2020 18:19,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,45,,,,
13062,interested,22-07-2020 06:29,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,30,,,,
13063,intrigued,20-06-2020 17:43,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,45,,,,
13064,interested,24-03-2021 13:00,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,30,,,,
13065,adore,08-04-2021 12:30,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,72,,,,
13066,like,09-01-2021 04:12,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,50,,,,
13067,cherish,28-10-2020 18:20,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13068,heart,07-08-2020 07:03,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,60,,,,
13069,peeking,09-03-2021 18:00,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,neutral,35,,,,
13070,want,17-09-2020 13:14,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13071,interested,14-02-2021 07:58,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,30,,,,
13072,scared,08-02-2021 08:14,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,15,,,,
13073,scared,03-02-2021 19:13,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,15,,,,
13074,disgust,19-12-2020 04:54,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,0,,,,
13075,peeking,25-07-2020 09:16,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,neutral,35,,,,
13076,heart,20-06-2020 05:40,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,60,,,,
13077,cherish,10-08-2020 04:47,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13078,dislike,14-06-2021 10:41,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,10,,,,
13079,want,13-08-2020 08:44,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,70,,,,
13080,heart,23-08-2020 19:28,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,60,,,,
13081,like,01-02-2021 23:09,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,50,,,,
13082,dislike,13-01-2021 15:16,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,10,,,,
13083,disgust,28-06-2020 07:37,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,negative,0,,,,
13084,love,10-04-2021 08:24,video,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,travel,positive,65,,,,
13085,intrigued,19-02-2021 07:43,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,45,,,,
13086,indifferent,03-08-2020 04:44,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,neutral,20,,,,
13087,love,30-10-2020 12:19,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,65,,,,
13088,love,24-04-2021 20:26,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,65,,,,
13089,scared,24-06-2020 20:39,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,15,,,,
13090,indifferent,07-12-2020 11:46,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,neutral,20,,,,
13091,scared,10-07-2020 12:26,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,15,,,,
13092,disgust,11-03-2021 19:02,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,0,,,,
13093,indifferent,29-12-2020 12:39,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,neutral,20,,,,
13094,hate,13-07-2020 01:32,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,5,,,,
13095,scared,16-08-2020 05:24,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,15,,,,
13096,disgust,07-08-2020 10:04,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,0,,,,
13097,heart,12-07-2020 18:40,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,60,,,,
13098,hate,11-08-2020 08:37,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,5,,,,
13099,heart,20-01-2021 23:50,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,60,,,,
13100,love,21-06-2020 03:22,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,65,,,,
13101,want,07-04-2021 14:23,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,70,,,,
13102,adore,24-10-2020 14:50,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,72,,,,
13103,want,21-02-2021 04:39,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,70,,,,
13104,adore,09-11-2020 06:39,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,72,,,,
13105,indifferent,06-07-2020 07:13,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,neutral,20,,,,
13106,scared,20-04-2021 23:40,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,15,,,,
13107,indifferent,06-07-2020 04:24,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,neutral,20,,,,
13108,adore,03-04-2021 20:45,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,72,,,,
13109,like,23-11-2020 01:44,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,50,,,,
13110,adore,22-11-2020 09:17,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,72,,,,
13111,interested,19-01-2021 05:01,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,30,,,,
13112,like,29-01-2021 14:00,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,50,,,,
13113,heart,16-09-2020 01:02,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,60,,,,
13114,cherish,28-12-2020 11:32,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,70,,,,
13115,hate,11-11-2020 16:51,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,5,,,,
13116,super love,16-11-2020 05:17,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,75,,,,
13117,heart,14-01-2021 05:04,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,60,,,,
13118,indifferent,25-06-2020 20:14,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,neutral,20,,,,
13119,worried,10-10-2020 22:35,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,12,,,,
13120,interested,09-03-2021 23:33,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,30,,,,
13121,scared,01-08-2020 07:00,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,15,,,,
13122,cherish,07-04-2021 06:52,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,70,,,,
13123,heart,25-11-2020 07:16,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,60,,,,
13124,interested,27-03-2021 02:30,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,30,,,,
13125,adore,27-08-2020 08:31,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,positive,72,,,,
13126,disgust,16-08-2020 03:28,GIF,69ce055c-e0bd-46c5-b856-bf2254d1c490,healthy eating,negative,0,,,,
